code,name,category,Annual,nYear,Price,52w low,52w high,NTA,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
8907,EG INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,0.35,0.195,0.5,1.33,11.0,3.33,9.51,0.0,0.0,2.5,4.39,0.02,0.03,1.32,1.86,44.0,22.93,13.37,3.83,-19.72,11.44,3.83,13.21,10.91,19.17,13.21,0.0,0.0,0.0,0.0,0.0,1,0,0,1+5+7,+,1+2+4+5+8+9,+,591,1013,0.04,0.04,3,81
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,3.67,2.74,5.24,0.88,31.0,11.66,3.18,5.0,1.36,13.25,13.73,0.88,0.88,5.2,13.25,232.0,122.62,59.98,14.15,-1.75,14.15,24.36,2.79,2.89,3.53,2.79,0.99,1.21,1.64,0.99,36.79,1,0,0,1,+,1+5+6+7+9,+,1699,8805,0.04,0.12,108,1459
8745,LEWEKO RESOURCES BERHAD,Industrial Products & Services,2019-06-01,9,0.12,0.06,0.26,0.2,-2.0,-7.44,-62.0,0.0,0.0,-37.2,-33.65,0.07,0.08,-21.44,-24.0,8.0,-8.0,-7.62,0.0,0.0,0.0,0.0,-17.76,-21.52,-17.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+6+7+8+9,1+2+3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,2+3+4+5+9,74,39,0.02,-0.08,-15,8
8702,TEXCHEM RESOURCES BERHAD,Industrial Products & Services,2018-12-01,9,0.335,0.195,0.67,1.9506,-6.0,-5.55,-16.57,0.0,0.0,-2.85,-2.44,0.18,0.07,0.5,-24.0,182.0,79.0,25.14,0.0,0.0,0.0,0.0,4.63,-3.76,-1.05,0.0,5.38,8.2,8.34,0.0,69.1,0,0,1,3+6+7+9,1+2+8+9,1+2+3+5+6+7+8+9,,1059,1131,0.0,-0.05,21,37
8648,JASA KITA BERHAD,Industrial Products & Services,2019-03-01,9,0.08,0.065,0.115,0.15,-3.0,-2.3,-28.75,0.0,0.0,-15.33,-16.14,0.0,0.0,0.2,-6.0,18.5,6.25,12.08,0.0,0.0,0.0,0.0,1.73,-5.56,-2.16,0.0,3.62,2.08,1.25,0.0,28.54,0,0,0,2+3+4+6+8,1+2+3,1+2+3+4+6+8+9,1+2+7,60,34,0.01,-0.02,7,-7
8486,LION FOREST INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,0.31,0.185,0.475,2.42,7.0,4.63,14.94,0.0,0.0,1.91,1.65,0.0,0.0,-2.5,-1.57,136.0,67.22,18.9,0.0,0.0,0.0,-25.48,-29.6,11.76,-61.09,-29.6,1.43,0.0,0.0,1.43,38.24,0,0,0,3+4+5+6+7+10,4+5+6,1+3+4+5+6+8+10,1+4+5+6+7+8+9,288,476,0.66,0.04,45,-18
8443,HIL INDUSTRIES BERHAD,Industrial Products & Services,2018-12-01,9,0.54,0.415,0.605,1.05,8.0,6.4,11.85,1.75,3.24,6.1,5.15,0.0,0.0,11.08,-42.0,66.5,12.25,13.44,43.66,-0.21,43.66,-4.65,5.01,7.53,6.98,0.0,2.28,2.22,1.78,0.0,25.98,0,0,0,3+4+7+8+9,7,2+3+4+6+7+8+9,1,153,107,0.06,0.05,47,-5
8435,CONCRETE ENGINEERING PRODUCTS BERHAD,Industrial Products & Services,2019-08-01,10,0.565,0.4,0.885,1.27,-4.0,-13.78,-24.39,0.0,0.0,-10.85,-11.31,0.07,0.06,1.32,-168.0,109.0,-29.5,-6.7,0.0,0.0,0.0,0.0,1.19,-8.94,-3.04,1.19,0.46,0.0,0.0,0.46,10.18,0,0,0,1+2+3+4+6+8+10,1+2+3+6+8,1+2+3+5+6+7+8+9+10,2+4+8,121,102,0.21,-0.15,6,25
8419,PANSAR BERHAD,Industrial Products & Services,2019-03-01,10,0.76,0.43,0.76,0.39,31.0,2.47,3.25,1.0,1.32,6.33,4.44,0.0,0.0,3.07,6.0,58.5,32.25,22.47,0.0,-2.68,-12.57,0.0,7.39,2.21,4.09,7.39,1.61,1.5,1.83,1.61,37.65,1,0,0,1+3+4+6+10,+,1+3+4+6+8+10,+,275,368,0.03,0.02,15,12
8362,KYM HOLDINGS BERHAD,Industrial Products & Services,2019-01-01,10,0.22,0.16,0.43,0.57,-4.0,-5.79,-26.32,0.0,0.0,-10.16,3.83,0.22,0.13,5.75,-92.0,15.0,-38.5,-16.2,0.0,0.0,-10.81,0.0,1.98,1.56,-0.66,1.98,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+10,2+4+5+7+8,1+2+3+4+5+6+7+8+9+10,5+6+8+10,65,100,0.24,0.02,-92,8
8273,PUBLIC PACKAGES HOLDINGS BHD,Industrial Products & Services,2018-12-01,10,0.74,0.325,1.4,1.31,6.0,12.53,16.93,0.25,0.34,9.56,8.91,0.07,0.07,8.03,6.25,13.64,9.94,9.77,10.23,10.23,13.19,19.14,10.77,12.4,10.63,10.77,0.53,0.0,0.0,0.53,6.2,1,0,1,7+10,+,2+6+8+9+10,+,132,197,0.05,0.1,20,25
8176,ATA IMS BERHAD,Industrial Products & Services,2019-03-01,9,1.06,0.665,1.85,0.55,13.0,8.05,7.59,3.29,3.1,14.64,21.54,0.17,0.16,-0.77,-9.33,17.78,4.23,7.7,50.91,50.91,0.0,0.0,1.69,6.65,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6+8+9,3+6+8+9,2+3+5+6+7+8+9,1+3+5,114,2909,0.0,0.1,8,-46
8125,DAIBOCHI BERHAD,Industrial Products & Services,2017-12-01,10,2.34,1.45,2.6,0.71,29.0,7.97,3.41,3.35,1.43,11.23,13.3,0.04,0.1,7.35,22.5,88.5,55.5,46.54,0.97,2.97,0.97,11.58,2.75,4.23,3.87,2.75,1.57,2.38,2.31,1.57,0.0,1,0,0,6+9+10,+,2+4+8+9+10,+,217,389,0.02,0.08,0,0
8117,POLY GLASS FIBRE (M) BERHAD,Industrial Products & Services,2019-02-01,10,0.295,0.2,0.445,1.0541,23.0,1.31,4.44,0.0,0.0,1.24,3.83,0.08,0.1,23.02,1.48,53.5,27.49,16.24,1.11,12.72,1.11,19.65,16.21,26.23,18.94,16.21,0.0,0.0,0.0,0.0,0.0,1,0,0,4+8+9+10,+,2+4+5+6+8+10,+,36,72,0.01,0.04,2,18
8052,CENTRAL GLOBAL BERHAD,Industrial Products & Services,2018-12-01,9,0.37,0.3,0.595,0.53,-54.0,-0.68,-1.84,0.0,0.0,-1.28,-7.1,0.0,0.0,-1.95,-88.0,103.0,7.5,5.28,0.0,0.0,0.0,0.0,-1.18,0.68,-2.83,0.0,1.26,0.63,0.81,0.0,13.73,0,0,0,4+7+8,1+4+5+6,1+3+4+5+6+7+8,1+2+6+9,66,83,0.03,-0.04,-2,-7
8044,COMPUTER FORMS (MALAYSIA) BERHAD,Industrial Products & Services,2019-03-01,8,1.07,1.07,1.2,1.1,-22.0,-4.92,-4.6,0.0,0.0,-4.47,-6.06,0.0,0.01,0.14,-52.5,95.0,21.25,0.99,0.0,0.0,0.0,0.0,-0.31,-4.48,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+7+8,1+2+3+4,1+2+3+4+5+6+7+8,3+4+6,55,35,0.06,-0.07,3,2
7986,CN ASIA CORPORATION BHD,Industrial Products & Services,2019-12-01,9,0.36,0.32,0.5,0.89,-1500.0,-0.02,-0.06,0.0,0.0,-0.02,-0.03,0.01,0.01,-0.88,-35.5,13.25,-11.12,-6.06,0.0,0.0,0.0,0.0,8.81,5.21,23.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+9,4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+5+6+7+9,14,16,-0.09,0.0,-3,-1
7854,TIMBERWELL BERHAD,Industrial Products & Services,2018-12-01,7,0.475,0.23,0.68,0.5892,9.0,5.38,11.33,2.0,4.21,9.13,14.45,0.04,0.0,-11.59,7.71,64.0,35.85,29.6,16.7,81.04,16.7,0.0,3.31,5.86,3.83,0.0,0.26,0.62,0.37,0.0,3.19,0,0,0,3+6,5+6+7,2+3+5+6+7,6,26,36,0.0,0.07,2,2
7811,SAPURA INDUSTRIAL BERHAD,Industrial Products & Services,2019-01-01,10,0.48,0.2,0.815,1.46,15.0,3.29,6.85,5.0,10.42,2.25,3.99,0.24,0.24,4.32,3.93,17.5,10.72,8.23,0.0,-18.17,-25.33,-4.86,14.84,7.8,9.48,14.84,9.05,6.56,7.62,9.05,72.7,1,0,1,2+3+4+5+7+10,+,2+3+4+5+7+10,+,233,229,0.11,0.06,17,19
7803,RUBBEREX CORPORATION (M) BERHAD,Industrial Products & Services,2018-12-01,9,2.0,0.42,2.52,0.81,44.0,4.5,2.25,2.0,1.0,5.56,-21.21,0.02,0.06,0.87,-2.57,23.0,10.22,11.9,0.0,0.0,0.0,0.0,2.47,-4.82,-0.16,0.0,3.41,2.96,3.46,0.0,55.51,0,0,1,1+5+6,1,1+2+5+6+9,,343,205,0.03,-0.21,38,44
7773,EP MANUFACTURING BHD,Industrial Products & Services,2018-12-01,10,0.28,0.21,0.37,1.66,-3.0,-9.2,-32.86,0.0,0.0,-5.54,-4.18,0.15,0.2,1.34,-5.0,16.67,5.84,4.39,0.0,0.0,0.0,0.0,4.06,-27.61,-11.96,4.06,3.33,0.67,3.13,3.33,18.08,0,0,1,1+3+4+6+7+8+10,1+2+3,1+2+3+4+6+7+10,,468,471,0.04,-0.07,110,50
7692,WIDETECH (MALAYSIA) BERHAD,Industrial Products & Services,2019-03-01,10,0.55,0.43,0.7,0.85,20.0,2.82,5.13,0.0,0.0,3.32,4.28,0.06,0.07,1.53,-48.0,24.5,-11.75,2.43,12.59,12.59,0.0,0.0,-0.73,5.59,7.15,-0.73,0.0,0.0,0.0,0.0,0.0,0,0,1,3+4+5+8+9+10,6+8+9+10,1+3+4+5+6+7+8+9+10,,10,8,-0.03,0.03,6,1
7609,AJIYA BERHAD,Industrial Products & Services,2019-11-01,10,0.34,0.2,0.53,1.19,14.0,2.51,7.38,0.0,0.0,2.11,1.46,0.0,0.0,4.45,7.12,38.83,22.98,23.38,0.0,-43.92,-21.09,-14.13,5.44,8.47,7.47,5.44,0.95,1.68,1.39,0.95,15.84,1,0,1,1+3+4,+,1+3+6+8+9+10,+,330,325,0.07,0.02,16,14
7579,AWC BERHAD,Industrial Products & Services,2019-06-01,10,0.47,0.195,0.755,0.688,10.0,4.69,9.98,1.5,3.19,6.82,11.81,0.07,0.08,5.86,5.0,25.0,15.0,11.56,2.59,2.59,19.17,18.2,10.1,9.61,9.17,10.1,3.69,1.56,0.94,3.69,25.7,1,0,0,6+8+9,+,1+2+8+9,+,185,333,0.05,0.07,42,20
7544,QUALITY CONCRETE HOLDINGS BERHAD,Industrial Products & Services,2020-01-01,9,0.8,0.72,1.43,1.72,-21.0,-3.89,-4.86,0.0,0.0,-2.26,-2.91,0.07,0.07,-3.14,-20.2,136.0,57.9,11.94,0.0,0.0,0.0,0.0,-8.46,-16.44,-10.88,0.0,0.59,0.0,0.0,0.0,40.76,0,0,0,3+4+7,1+2+3+4+6+7,1+2+3+4+5+6+7+8+9,4+7+9,211,133,0.0,-0.05,-20,13
7498,RALCO CORPORATION BERHAD,Industrial Products & Services,2018-12-01,8,0.28,0.18,0.32,0.88,-5.0,-5.5,-19.64,0.0,0.0,-6.25,-25.8,0.08,0.09,-1.38,-15.0,86.0,35.5,19.51,0.0,0.0,0.0,0.0,-17.22,-50.21,-28.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+7,1+2+3+5,1+2+3+6+7,2,106,71,0.04,-0.2,6,2
7374,TIEN WAH PRESS HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,1.0,0.76,1.46,2.08,-13.0,-7.51,-7.51,5.5,5.5,-3.61,-1.86,0.22,0.19,5.45,-27.75,21.42,-3.16,4.66,0.0,0.0,0.0,0.0,8.4,4.37,6.85,8.4,6.41,7.64,6.0,6.41,51.49,0,0,1,1+3+5+6+10,1+2,1+2+5+6+9+10,,329,341,0.17,-0.04,58,32
7285,TOMYPAK HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.4,0.3,0.555,0.43,-14.0,-2.81,-7.02,0.0,0.0,-6.53,-0.96,0.11,0.0,6.99,13.12,135.5,74.31,36.75,0.0,0.0,0.0,0.0,3.72,3.46,3.08,3.72,2.13,3.45,2.58,2.13,67.0,0,0,1,1+2+3+5+10,1,1+2+3+5+6+8+9+10,,159,168,0.08,0.0,40,23
7248,SLP RESOURCES BERHAD,Industrial Products & Services,2018-12-01,10,0.845,0.69,1.42,0.594,13.0,6.32,7.48,5.5,6.51,10.64,14.51,0.0,0.0,9.11,12.67,50.0,31.34,23.66,13.96,-4.49,16.16,13.96,5.22,5.67,4.65,5.22,3.36,3.03,2.21,3.36,42.08,1,0,1,3+4+8+10,+,2+3+8+10,+,130,188,0.01,0.08,28,24
7247,SCGM BHD,Industrial Products & Services,2019-04-01,10,1.63,0.76,1.82,0.853,96.0,1.69,1.04,1.5,0.92,1.98,-3.16,0.32,0.38,9.28,-33.0,31.15,-0.93,14.32,0.0,0.0,0.0,0.0,4.88,2.06,2.78,4.88,2.4,2.84,2.98,2.4,67.36,0,0,0,10,1,1+2+8+9+10,1,68,220,0.04,-0.03,9,-3
7245,WZ SATU BERHAD,Industrial Products & Services,2019-08-01,10,0.21,0.05,0.305,0.27,-1.0,-18.11,-86.24,0.0,0.0,-67.07,-51.6,0.08,0.1,-1.09,-1.66,37.33,17.84,21.47,0.0,0.0,0.0,0.0,-13.31,-51.91,-29.73,-13.31,0.84,1.36,1.01,0.84,5.79,0,0,0,1+2+9+10,1+2,1+2+4+5+8+9+10,1+2+3+6+8,75,388,0.01,-0.21,18,0
7241,NEXTGREEN GLOBAL BERHAD,Industrial Products & Services,2018-06-01,10,0.28,0.14,0.485,0.23,-4.0,-6.23,-22.25,0.0,0.0,-27.09,-1.51,0.04,0.04,2.27,-43.0,95.0,26.0,26.44,0.0,0.0,0.0,0.0,1.57,-2.51,0.59,1.57,1.14,0.0,1.08,1.14,18.43,0,0,0,2+3+4+8+9+10,1+2+3,1+2+3+4+7+8+9+10,1+2+3+6,54,30,0.02,0.0,15,0
7239,SCANWOLF CORPORATION BERHAD,Industrial Products & Services,2019-06-01,10,0.17,0.065,0.36,0.42,12.0,1.47,8.65,0.0,0.0,3.5,-14.2,0.16,0.2,-2.71,-34.0,22.5,-5.75,-4.8,0.0,0.0,0.0,0.0,-5.19,-9.19,-9.7,-5.19,2.37,0.0,0.0,2.37,0.0,0,0,0,1+4+7+8+10,1+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,3+5+8,39,49,0.03,-0.05,8,2
7235,SUPERLON HOLDINGS BERHAD,Industrial Products & Services,2019-04-01,10,0.67,0.4,1.08,0.8071,12.0,5.61,8.37,3.05,4.55,6.95,8.5,0.06,0.06,10.03,14.33,42.0,28.16,20.58,12.04,-14.83,12.04,0.0,4.81,5.58,5.35,4.81,1.89,2.35,2.04,1.89,22.0,0,0,1,1+7+8+10,8,1+2+7+8+9+10,,62,106,0.03,0.06,10,17
7233,DUFU TECHNOLOGY CORP. BERHAD,Industrial Products & Services,2019-12-01,10,4.76,1.3330000000000002,5.0,0.91,23.0,20.7,4.35,2.0,0.42,22.75,22.95,0.05,0.06,7.45,-26.0,18.0,-4.0,3.48,11.62,20.69,50.79,11.62,4.17,8.1,9.41,4.17,0.9,1.71,1.32,0.9,12.39,0,0,1,4+7+8+9,7+8+9,1+3+6+7+8+9+10,,128,249,0.04,0.18,13,29
7232,RESINTECH BERHAD,Industrial Products & Services,2019-03-01,10,0.28,0.17,0.35,1.0307,7.0,4.13,14.75,2.5,8.93,4.01,2.58,0.03,0.03,4.72,6.62,30.5,18.56,13.12,1.93,-5.27,-8.61,1.93,9.33,9.2,10.04,9.33,2.29,4.04,3.92,2.29,9.04,1,0,0,2+4+7+8,+,2+4+5+7+8+9+10,+,84,85,0.02,0.03,9,3
7231,WELLCALL HOLDINGS BERHAD,Industrial Products & Services,2019-09-01,10,0.865,0.55,1.29,0.23800000000000002,12.0,7.31,8.45,5.65,6.53,30.71,32.87,0.0,0.0,19.28,16.43,56.6,36.52,33.01,4.61,5.54,4.61,10.59,3.5,5.39,4.57,3.5,2.33,3.49,2.86,2.33,67.56,1,0,1,1+4+7,+,2+4,+,97,170,0.03,0.07,18,49
7229,FAVELLE FAVCO BERHAD,Industrial Products & Services,2018-12-01,10,2.22,1.71,3.02,3.19,6.0,36.32,16.36,13.5,6.08,11.39,9.82,0.04,0.04,9.98,5.53,9.75,7.64,7.73,8.51,-12.8,-1.61,8.51,13.34,11.63,13.51,13.34,3.98,5.71,5.17,3.98,29.44,1,0,0,2+3+4+9+10,+,2+3+6+10,+,535,531,0.16,0.28,95,125
7227,UMS-NEIKEN GROUP BERHAD,Industrial Products & Services,2018-12-01,10,0.79,0.7,0.98,1.27,16.0,5.04,6.38,3.0,3.8,3.97,8.46,0.02,0.03,9.56,7.4,11.78,9.59,9.26,8.45,-5.53,8.45,14.76,11.03,10.84,10.84,11.03,2.92,3.07,2.93,2.92,26.27,1,0,0,4+6+10,+,2+6+9+10,+,63,73,0.03,0.1,18,11
7226,WATTA HOLDING BERHAD,Industrial Products & Services,2018-12-01,7,0.42,0.365,0.79,0.68,18.0,2.28,5.43,0.0,0.0,3.35,-5.42,0.0,0.0,-1.19,-39.75,40.0,0.12,-4.9,0.0,0.0,0.0,0.0,-0.84,-4.44,-1.68,0.0,1.06,0.0,1.48,0.0,0.0,0,0,0,1+3+6+7,1+2+3+7,1+2+3+4+5,1+2+4+6,29,15,0.01,-0.04,1,-1
7225,P.A. RESOURCES BERHAD,Industrial Products & Services,2019-06-01,10,0.055,0.035,0.075,0.0652,25.0,0.22,4.0,0.0,0.0,3.37,4.28,0.01,0.02,-8.97,-8.5,6.38,-1.06,-3.7,0.0,0.0,0.0,-24.4,-15.49,-10.82,-8.85,-15.49,0.59,0.0,0.0,0.59,0.0,0,0,0,3+6+8+9+10,2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+5+6+8+10,179,165,0.08,0.0,0,1
7222,IMASPRO CORPORATION BERHAD,Industrial Products & Services,2019-06-01,10,2.09,1.9,2.33,1.62,180.0,1.16,0.56,3.5,1.67,0.72,0.44,0.02,0.03,8.12,8.5,222.0,115.25,35.69,0.0,-60.44,-42.47,-21.84,7.14,2.66,4.52,7.14,3.23,2.04,2.15,3.23,78.04,1,0,0,1+3+4+5+8+10,+,1+2+3+4+8+9,+,77,64,0.1,0.01,15,13
7221,BSL CORPORATION BERHAD,Industrial Products & Services,2019-08-01,10,0.19,0.08,0.39,1.12,-33.0,-0.58,-3.05,0.0,0.0,-0.52,1.24,0.08,0.07,-0.11,-41.0,29.0,-6.0,1.75,0.0,-34.23,0.0,0.0,0.9,2.28,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0,0,0,6+7+8,2+5+6+7,1+2+3+4+5+6+7+8+9+10,4,151,160,0.08,0.01,8,6
7219,MINETECH RESOURCES BERHAD,Industrial Products & Services,2019-03-01,10,0.24,0.05,0.29,0.08,-24.0,-1.02,-4.25,0.0,0.0,-12.75,-20.73,0.16,0.22,-6.69,-9.5,14.0,2.25,-2.72,0.0,0.0,0.0,0.0,-15.83,-22.0,-24.7,-15.83,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+7+8+9+10,1+2+3+4+5+6+9+10,1+2+3+4+5+6+7+8+9+10,2+4+10,141,135,-0.02,-0.02,0,5
7217,EONMETALL GROUP BERHAD,Industrial Products & Services,2018-12-01,10,0.275,0.155,0.53,1.31,16.0,1.77,6.44,0.0,0.0,1.35,1.73,0.15,0.17,6.37,-14.75,22.25,3.75,7.39,0.0,-23.17,-14.86,-0.97,11.17,13.36,8.02,11.17,4.39,3.59,2.15,4.39,22.62,0,0,0,1+5+6+7+9+10,5,1+4+5+7+9+10,1+2+6,162,116,0.05,0.02,8,-23
7214,A-RANK BERHAD,Industrial Products & Services,2019-07-01,10,0.425,0.27,0.565,0.8,6.0,6.61,15.55,2.5,5.88,8.26,8.62,0.01,0.0,2.29,7.29,12.75,10.02,10.03,2.94,-11.52,2.94,0.0,10.22,11.26,11.39,10.22,2.71,2.83,3.0,2.71,25.25,1,0,0,1+3+4+5+8,+,1+2+10,+,364,482,0.04,0.07,-2,47
7212,DESTINI BERHAD,Industrial Products & Services,2018-12-01,9,0.155,0.055,0.285,0.2398,-1.0,-19.14,-123.48,0.0,0.0,-79.82,0.35,0.23,0.23,-0.22,-4.12,30.0,12.94,17.7,0.0,-60.26,-40.95,0.0,1.47,6.8,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+8+9,8+9,1+2+6+7+8+9,2+3+5+6+7,46,418,0.0,0.0,4,67
7207,SUCCESS TRANSFORMER CORPORATION BERHAD,Industrial Products & Services,2019-06-01,10,0.64,0.4,1.1,1.36,10.0,6.63,10.36,5.7,8.91,4.88,4.84,0.01,0.05,9.02,8.7,27.67,18.19,14.93,0.0,-10.35,-8.83,-1.12,7.52,5.14,5.94,7.52,2.73,1.83,1.42,2.73,8.85,1,0,0,1+2+9+10,+,2+4+8+9+10,+,185,325,0.1,0.06,0,24
7201,PROGRESSIVE IMPACT CORPORATION BERHAD,Industrial Products & Services,2018-12-01,9,0.105,0.06,0.14,0.12,36.0,0.29,2.76,0.55,5.24,2.42,0.54,0.01,0.01,5.4,-13.0,19.0,3.0,8.25,0.0,0.0,-47.04,-25.1,2.86,-2.56,-0.49,0.0,4.33,5.55,4.38,0.0,145.72,0,0,0,2+4+5,2+3,1+2+3+4+5+7+9,7,84,87,0.0,0.0,18,7
7199,KEIN HING INTERNATIONAL BERHAD,Industrial Products & Services,2019-04-01,10,0.36,0.27,0.55,1.04,11.0,3.26,9.06,1.0,2.78,3.13,3.26,0.17,0.21,2.58,-35.5,38.0,1.25,9.64,25.03,-27.6,25.03,-3.22,8.5,6.29,7.57,8.5,2.57,1.74,1.72,2.57,53.12,0,0,1,1+7+10,7,2+3+6+7+8+10,,144,229,0.06,0.03,18,24
7197,GE-SHEN CORPORATION BERHAD,Industrial Products & Services,2019-12-01,9,0.47,0.28,0.65,1.24,-6.0,-7.9,-16.81,0.0,0.0,-6.37,-9.92,0.58,0.58,2.5,-4.31,22.0,8.85,13.66,0.0,0.0,0.0,0.0,3.51,-3.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+2+7,1,1+2+3,,89,159,0.01,-0.13,8,9
7195,COMINTEL CORPORATION BHD,Industrial Products & Services,2019-01-01,10,0.125,0.05,0.31,0.172,1.0,10.09,80.72,0.0,0.0,58.66,-47.67,0.0,0.0,-65.93,-63.5,8.6,-27.45,-5.84,0.0,0.0,0.0,0.0,-39.36,-100.21,-58.11,-39.36,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+8+10,1+2+5+6+8+9+10,1+2+4+5+6+7+8+9+10,1+4+7+9,297,4,-0.07,-0.18,3,-40
7192,GOODWAY INTEGRATED INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,0.155,0.115,0.24,0.11,-1.0,-20.16,-130.06,0.0,0.0,-183.27,-81.29,1.01,0.75,-9.89,-5.68,21.0,7.66,3.78,0.0,0.0,0.0,0.0,-31.44,-111.87,-66.94,-31.44,1.17,0.0,0.74,1.17,0.0,0,0,0,1+2+3+4+5+9+10,1+2+3+4+10,1+2+3+4+7+9+10,2+7+8+10,254,46,-0.13,-0.26,0,16
7188,BTM RESOURCES BERHAD,Industrial Products & Services,2018-12-01,9,0.105,0.05,0.23,0.16,-2.0,-4.21,-40.1,0.0,0.0,-26.31,-9.06,0.04,0.06,-22.54,-13.0,-2.91,-7.96,-8.48,0.0,0.0,0.0,0.0,-13.21,-7.04,-12.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+7,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+4+5+7+8+9,12,16,-0.06,-0.02,-8,0
7183,IRE-TEX CORPORATION BERHAD,Industrial Products & Services,2017-12-01,10,0.08,0.04,0.13,0.27,1.0,6.66,83.25,0.0,0.0,24.67,-40.63,0.05,0.42,-4.88,-4.75,173.0,84.12,39.26,0.0,0.0,0.0,0.0,-36.63,-116.51,-74.12,-36.63,0.08,0.0,0.0,0.08,0.0,0,0,0,1+4+5+6+9+10,1+2+3+4,1+2+3+4+5+7+9+10,3+4+7+8+10,68,59,0.0,-0.12,0,9
7181,ARB BERHAD,Industrial Products & Services,2019-12-01,10,0.355,0.095,0.51,0.38,3.0,11.68,32.9,0.0,0.0,30.74,49.84,0.0,0.0,-12.02,-64.0,4.83,-29.58,-13.56,0.0,0.0,0.0,0.0,-18.22,9.13,-7.7,-18.22,0.0,0.0,0.0,0.0,0.0,0,0,0,3+6+7+9,3+4+5+6+7+8+9+10,2+3+4+5+6+7+8+9+10,1,72,103,-0.17,0.1,2,-12
7173,TOYO INK GROUP BERHAD,Industrial Products & Services,2019-03-01,10,0.62,0.55,0.88,1.17,10.0,6.44,10.39,3.0,4.84,5.5,3.87,0.01,0.01,1.57,-11.14,79.0,33.93,33.94,46.29,46.29,-2.13,0.0,2.44,-0.38,0.74,2.44,0.32,0.54,0.64,0.32,26.34,0,0,0,3+4+5+6+7+8+10,3,2+3+4+5+8+9+10,2+6+9,94,91,0.09,0.04,5,3
7172,PMB TECHNOLOGY BERHAD,Industrial Products & Services,2019-12-01,10,2.9,2.4,3.3710000000000004,2.61,22.0,13.18,4.54,2.49,0.86,5.05,6.22,0.49,0.49,3.23,4.7,71.4,38.05,27.09,11.44,12.48,18.23,11.44,6.76,2.07,3.15,6.76,1.27,0.57,1.0,1.27,30.9,1,0,0,1+2+4+7+8,+,2+3+6+7+8,+,219,400,0.05,0.1,3,-37
7170,LFE CORPORATION BERHAD,Industrial Products & Services,2017-12-01,9,0.15,0.09,0.3,0.17,288.0,0.05,0.33,0.0,0.0,0.29,0.0,0.0,0.0,-14.6,-21.5,22.0,0.25,0.43,0.0,0.0,0.0,0.0,-7.27,-2.22,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+7+8+9,1+2+6+7+9,1+2+3+5+6+7+8+9,3+4+8+9,131,13,0.05,-0.01,0,2
7169,DOMINANT ENTERPRISE BERHAD,Industrial Products & Services,2019-03-01,10,0.71,0.7,1.3,1.69,7.0,9.55,13.45,7.0,9.86,5.65,9.75,0.05,0.01,3.94,5.75,16.71,11.23,9.08,2.21,28.36,2.21,7.29,11.86,12.42,10.51,11.86,4.1,4.74,3.93,4.1,29.44,1,0,0,4+10,+,1+4+5+7+9+10,+,310,730,0.09,0.16,1,30
7165,DWL RESOURCES BERHAD,Industrial Products & Services,2019-06-01,7,0.385,0.1,0.79,0.4743,-12.0,-3.31,-8.6,0.0,0.0,-6.98,-6.58,0.0,0.0,-24.29,-67.0,-13.9,-40.45,-29.34,0.0,0.0,0.0,0.0,-3.72,-5.28,-4.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5,1+2+3+4+5+6+7,1+2+3+4+5+6+7,1+2+3+4+6,23,9,-0.03,-0.03,4,-3
